name,cpu_brand,cpu_model,cpu_gen,gpu_brand,gpu_series,gpu_gen,ram_gb,rom_gb,reviews,price
"(AMD Ryzen 5 3600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,36,NVIDIA,GTX,1660,16,256,33,435760
"Мощный игровой компьютер (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Window",AMD,RYZEN 5,55,AMD,RX,580,16,1024,606,339753
"Игровой компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб",INTEL,XEON,26,NVIDIA,RTX,2060,32,1024,330,409016
"Для игр и учебы с монитором 20"" (Intel Core Q8200, RAM 4 ГБ, SSD 128 ГБ, Intel HD Graphics, Windows)",INTEL,OTHER_INTEL,0,INTEL,INTEGRATED_INTEL,0,4,128,98,205841
"Игровой компьютер  (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 1",INTEL,XEON,26,AMD,RX,580,16,512,753,264291
"Office (AMD A10-6800K, RAM 4 ГБ, SSD 120 ГБ, AMD Radeon R5, Windows 10 Pro), черный 4.8 105 отзывов ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,4,120,105,72867
"Компьютер  (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro)",INTEL,I7,2,NVIDIA,OTHER_NVIDIA,0,16,512,955,213999
"(Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows 10 Pro), черны",INTEL,XEON,26,NVIDIA,RTX,2060,16,512,87,316068
"Игровой компьютер (AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Wind",AMD,RYZEN 5,36,NVIDIA,RTX,5060,16,512,330,721370
"(Intel Core i7-5960X, RAM 32 ГБ, SSD 1512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 10 Pro), белый",INTEL,I7,5,NVIDIA,RTX,4060,32,1512,64,627103
"Игровой компьютер  (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 256 ГБ, AMD Radeon RX 580 (8 Гб), Windows 1",INTEL,XEON,26,AMD,RX,580,32,256,955,250005
"(Intel Core i5-8500, RAM 32 ГБ, SSD 512 ГБ, Intel UHD Graphics 630, Windows), черный матовый 1 январ",INTEL,I5,8,INTEL,INTEGRATED_INTEL,0,32,512,0,186620
"Игровой компьютер Paladin 1888 (AMD Ryzen 7 8700F, RAM 32 ГБ, SSD 2000 ГБ, NVIDIA GeForce RTX 5070 (",AMD,RYZEN 7,87,NVIDIA,RTX,5070,32,2000,3,1484596
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V157 (Inte",INTEL,I3,0,NVIDIA,RTX,3060,8,128,2,351691
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 5050 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,55,NVIDIA,RTX,5050,16,256,5,611785
"Мощный игровой (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows 11",AMD,RYZEN 5,56,NVIDIA,RTX,3070,32,1024,315,553704
"компьютер (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windo",INTEL,XEON,26,NVIDIA,GTX,1660,64,1024,211,400927
"Для игр и учебы с монитором 20"" (Intel Core Q8200, RAM 8 ГБ, SSD 128 ГБ, Intel HD Graphics, Windows)",INTEL,OTHER_INTEL,0,INTEL,INTEGRATED_INTEL,0,8,128,151,210891
"RED.DOT Chili Peppers (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 960 ГБ, AMD Radeon RX 580 (8 Гб), Window",INTEL,XEON,26,AMD,RX,580,32,960,0,310391
"(Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 710 (2 Гб), Windows 10 Pro), красный 5",INTEL,I7,2,NVIDIA,OTHER_NVIDIA,0,16,512,87,204212
"Игровой компьютер (Intel Core i5-3470, RAM 8 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Wind",INTEL,I5,3,NVIDIA,GTX,1050,8,512,747,239340
"Игровой компьютер GameSTOR (Intel Core i7-10700, RAM 16 ГБ, SSD 500 ГБ, HDD 500 ГБ, NVIDIA GeForce G",INTEL,I7,10,NVIDIA,GTX,1660,16,500,0,400743
"Мощный игровой (Intel Xeon E5-2680V4, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows",INTEL,XEON,26,AMD,OTHER_AMD,0,16,1024,315,404261
"Игровой компьютер  (AMD Ryzen 5 5500, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), ",AMD,RYZEN 5,55,NVIDIA,GTX,1660,32,1024,753,473115
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 10 Pro),",INTEL,I5,12,NVIDIA,RTX,2060,16,512,87,510919
"Игровой компьютер RTX 5060 8GB RAM 64GB SSD 1024GB 2680v4 (Intel Xeon E5-2680V4, RAM 64 ГБ, SSD 1024",INTEL,XEON,26,NVIDIA,RTX,5060,64,1024,323,654382
"Игровой компьютер (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Window",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1000,28,762834
"310SC (Intel Core i3-12100, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics 730, Windows 11 Pro), 1969049, ",INTEL,I3,12,INTEL,INTEGRATED_INTEL,0,8,256,9,221925
"(Intel Core i5-4590, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 4600, Windows), черный матовый 4.6 4 от",INTEL,I5,4,INTEL,INTEGRATED_INTEL,0,8,120,4,113507
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows), прозрачный 4",INTEL,I5,10,NVIDIA,GTX,1050,16,512,5,357611
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V145 (Inte",INTEL,I3,0,NVIDIA,RTX,2060,8,128,2,301004
"Игровой компьютер (Intel Core i7-7700, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows ",INTEL,I7,7,NVIDIA,OTHER_NVIDIA,0,32,512,747,265401
"Игровой компьютер GameSTORRM I7-10700 (Intel Core i7-10700, RAM 16 ГБ, SSD 1000 ГБ, AMD Radeon RX 57",INTEL,I7,10,AMD,RX,5700,16,1000,159,675456
"(Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (2 Гб), ), черный 5.0 1 отзыв 1 ",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,32,512,1,251264
"(Intel Core i5-3570, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 2500, Windows 10 Pro), черный 4.8 162 ",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,256,162,123764
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 240 ГБ, NVIDIA GeForce GT 710 (2 Гб), Без ОС) 5.0 4 отзыва 1 я",INTEL,I5,10,NVIDIA,OTHER_NVIDIA,0,16,240,4,333109
"Игровой компьютер CyberNote 857 (Intel Core i5-3470, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3050",INTEL,I5,3,NVIDIA,RTX,3050,16,1000,8,475361
"Игровой компьютер Paladin 2121 (Intel Core i7-12700F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 506",INTEL,I7,12,NVIDIA,RTX,5060,32,1000,4,918337
"Chili Peppers (Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Wi",INTEL,I5,10,NVIDIA,RTX,2060,16,512,233,535840
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V90 (Intel",INTEL,I3,0,AMD,RX,580,16,512,2,245697
"Компьютер  (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pr",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,256,330,197827
"310H3 (Intel Pentium Gold G5420, RAM 4 ГБ, SSD 120 ГБ, Intel UHD Graphics 610, Windows 10 Pro), 1610",INTEL,OTHER_INTEL,0,INTEL,INTEGRATED_INTEL,0,4,120,5,91252
"Компьютер LuckyGame2 (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 120 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб)",INTEL,XEON,26,NVIDIA,GTX,1050,16,120,2,229982
"Игровой компьютер  (Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), ",INTEL,I5,10,NVIDIA,RTX,3060,16,512,753,468266
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 ",AMD,RYZEN 5,55,NVIDIA,RTX,3070,16,1024,33,512475
"(Intel Core i5-8500, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics 630, Windows), черный матовый 5.0 2 о",INTEL,I5,8,INTEL,INTEGRATED_INTEL,0,16,512,2,185994
"Pulse (Intel Core i5-14400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows), че",INTEL,I5,14,NVIDIA,RTX,5060,32,960,402,1013979
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,3060,16,512,33,615552
"(Intel Core i5-9400F, RAM 8 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows), черный 4.8 5 о",INTEL,I5,9,NVIDIA,GTX,1050,8,256,5,276561
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черны",INTEL,I5,10,NVIDIA,RTX,3050,16,512,33,503089
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V154 (Inte",INTEL,I3,0,NVIDIA,RTX,3060,8,256,2,365882
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 550 (4 Гб), Windows 10 Pro), красный 5.0 8",INTEL,I5,2,AMD,RX,550,16,512,87,195097
"(AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1024,33,1163506
"(Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 550 (4 Гб), Windows 10 Pro), красный 5.0 8",INTEL,I7,2,AMD,RX,550,16,512,87,209945
"Игровой компьютер (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Win",INTEL,I7,2,NVIDIA,GTX,1050,16,512,801,228489
"(Intel Core i7-4770, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics 4600, Windows), черный матовый 5.0 2 о",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,240,2,150387
"Colorful (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 1",INTEL,I7,2,NVIDIA,GTX,1660,16,512,25,277626
"Игровой компьютер  (AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), W",AMD,RYZEN 5,36,NVIDIA,GTX,1660,16,512,753,350603
"Игровой компьютер RTX 4060 8GB RAM 32GB SSD 512GB 2680v4 (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 512 Г",INTEL,XEON,26,NVIDIA,RTX,4060,32,512,323,542395
"(Intel Core i5-9400, RAM 16 ГБ, SSD 480 ГБ, Intel UHD Graphics 630, Windows 10 Home), черный 1 январ",INTEL,I5,9,INTEL,INTEGRATED_INTEL,0,16,480,0,218974
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V70 (Intel",INTEL,I3,12,NVIDIA,RTX,3060,8,256,2,479421
"Chili Peppers (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Wi",INTEL,XEON,26,NVIDIA,RTX,2060,32,960,233,384646
"Chili Peppers (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 10 ",AMD,RYZEN 5,55,NVIDIA,RTX,3060,16,512,233,550205
"(Intel Core i7-4790, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics 4600, Windows), черный матовый. Уцененн",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,8,256,0,138693
"Игровой компьютер (Intel Core i5-14400F, RAM 16 ГБ, SSD 500 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), W",INTEL,I5,14,NVIDIA,RTX,5060,16,500,17,653151
"(Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows 10 Pro), красный",INTEL,I7,2,NVIDIA,GTX,1650,16,512,87,261731
"(Intel Core i7-12700F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows), черный 4.6 4",INTEL,I7,12,NVIDIA,RTX,5060,32,960,402,827543
"Игровой компьютер (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 500 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows)",AMD,RYZEN 5,56,NVIDIA,RTX,5060,16,500,17,531167
"Demolition (Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows 10 ",INTEL,I5,10,NVIDIA,RTX,2060,16,512,87,458645
"Игровой компьютер  (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Window",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,512,753,513860
"(AMD Ryzen 5 3400G, RAM 16 ГБ, SSD 480 ГБ, AMD Radeon Vega 11, Без ОС) 5.0 1 отзыв 1 января",AMD,RYZEN 5,34,AMD,OTHER_AMD,0,16,480,1,231077
"(Intel Core i3-2120, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 2000, Без ОС), черный 5.0 2 отзыва 1 ян",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,240,2,100442
"Мощный игровой (Intel Xeon E5-2680V4, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows",INTEL,XEON,26,NVIDIA,RTX,3070,16,512,315,453942
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, HDD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro), чер",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,512,23,171837
"Игровой компьютер RTX 4060 8GB RAM 64GB SSD 1024GB 2680v4 (Intel Xeon E5-2680V4, RAM 64 ГБ, SSD 1024",INTEL,XEON,26,NVIDIA,RTX,4060,64,1024,323,640974
"Игровой компьютер ZenPlay Pro Ryzen 5600G (AMD Ryzen 5 5600G, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX V",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,16,512,5,486198
"(Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 10 Pro),",INTEL,XEON,26,NVIDIA,RTX,2060,16,512,87,335167
"Игровой компьютер GameSTORRM I7-10700 (Intel Core i7-10700, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 570",INTEL,I7,10,AMD,RX,5700,16,512,159,417546
"(Intel Xeon, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (4 Гб), Windows 11 Pro), 1, черный 5.0 1 отзыв",INTEL,XEON,0,AMD,RX,580,32,512,1,251216
"Игровой компьютер (Intel Core i5-14600KF, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), W",INTEL,I5,14,NVIDIA,RTX,5070,32,1000,28,1047159
"Colorful (Intel Core i7-2600, RAM 16 ГБ, SSD 240 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), ",INTEL,I7,2,NVIDIA,OTHER_NVIDIA,0,16,240,25,189278
"(AMD Ryzen 5 3600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 P",AMD,RYZEN 5,36,NVIDIA,RTX,3070,16,256,33,480164
"Игровой компьютер  (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Win",INTEL,XEON,26,NVIDIA,RTX,4060,16,512,955,508227
"Игровой компьютер  (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows ",INTEL,XEON,26,AMD,RX,580,32,1024,753,367688
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V241 (Inte",INTEL,I3,0,NVIDIA,RTX,3060,8,128,2,372978
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), че",INTEL,I5,10,NVIDIA,RTX,3060,16,512,33,568820
"Компьютер  (Intel Core i3-3220, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro)",INTEL,I3,3,NVIDIA,OTHER_NVIDIA,0,16,512,753,194252
"Lenovo m79 (AMD PRO A8-8650B, RAM 4 ГБ, HDD 500 ГБ, AMD Radeon R7, Windows 10 Pro), черно-серый 4.6 ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,4,0,635,45366
"Компьютер  (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pr",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,512,753,212533
"Компьютер для любых игр (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 4070 SUPER (12",AMD,RYZEN 5,56,NVIDIA,RTX,4070,16,1000,12,906837
"Мощный игровой (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows",INTEL,XEON,26,NVIDIA,RTX,3070,32,512,315,506769
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V109 (Inte",INTEL,I3,0,AMD,RX,5600,8,128,2,240619
"Альфа D3S (AMD Ryzen 7 7800X3D, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows ",AMD,RYZEN 7,78,NVIDIA,RTX,5060,32,1000,104,1420548
"Игровой компьютер (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3060 Dual (12 Гб), ",AMD,RYZEN 5,75,NVIDIA,RTX,3060,32,1000,14,791072
"DK3 (AMD Ryzen 3 3200G, RAM 16 ГБ, SSD 256 ГБ, AMD Radeon RX Vega 8, Windows 11 Pro), 20213578, черн",AMD,RYZEN 3,32,AMD,OTHER_AMD,0,16,256,1,427592
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 10 Pro), белый ",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,512,87,564583
"(AMD Ryzen 5 3600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,36,NVIDIA,RTX,3050,16,256,33,474957
"Игровой компьютер RTX 5060 8GB RAM 32GB SSD 512GB 2680v4 (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 512 Г",INTEL,XEON,26,NVIDIA,RTX,5060,32,512,323,556281
"Офисный компьютер (Intel Core i3-2100, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro)",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,256,955,104370
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro),",INTEL,I3,12,NVIDIA,GTX,1660,16,512,33,458522
"Chili Peppers (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 960 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 Pro",INTEL,XEON,26,AMD,RX,580,32,960,233,310391
"Игровой компьютер ZenPlay Pro Ryzen 4600G (AMD Ryzen 5 4600G, RAM 14 ГБ, SSD 512 ГБ, AMD Radeon RX V",AMD,RYZEN 5,46,AMD,OTHER_AMD,0,14,512,5,406790
"(Intel Core i7-12700F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows), белый 4.6 40",INTEL,I7,12,NVIDIA,RTX,5060,32,960,402,897969
"(AMD Ryzen 5 5500, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 ",AMD,RYZEN 5,55,NVIDIA,RTX,3070,32,1024,33,604129
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), че",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,1024,33,486419
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 10 Pro), чер",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,87,470495
"(Intel Core i5-3330, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2500, Windows), черный матовый 5.0 7 от",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,8,120,7,101717
"Office (Intel Core i3-3220, RAM 4 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), белый 4.8",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,4,120,105,81637
"Chili Peppers (Intel Core i5-10400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Wi",INTEL,I5,10,NVIDIA,RTX,2060,32,960,233,538854
"Игровой компьютер RTX 3060 12GB RAM 32GB SSD 512GB 2650v2 (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ",INTEL,XEON,26,NVIDIA,RTX,3060,32,512,323,438726
"(Intel Core i5-660, RAM 4 ГБ, SSD 120 ГБ, Intel HD Graphics, Windows 10 Home), серый 31 декабря",INTEL,I5,6,INTEL,INTEGRATED_INTEL,0,4,120,0,38448
"(Intel Core i5-2320, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows), прозрачный 4.8",INTEL,I5,2,NVIDIA,GTX,1050,16,512,5,285153
"Colorful (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro)",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,512,25,206614
"(Intel Core i7-4790, RAM 16 ГБ, SSD 480 ГБ, Intel HD Graphics 4600, Windows 10 Home), черный матовый",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,480,0,130279
"Игровой компьютер (AMD Ryzen 5 8400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Window",AMD,RYZEN 5,84,NVIDIA,RTX,3050,32,1024,14,811664
"Игровой компьютер RX 580 8GB RAM 32GB SSD 512GB 2680v4 (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 512 ГБ,",INTEL,XEON,26,AMD,RX,580,32,512,323,373252
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,55,NVIDIA,RTX,3050,16,1024,33,531431
"(Intel Core i5-10400F, RAM 8 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows), прозрачный 4.",INTEL,I5,10,NVIDIA,GTX,1650,8,256,5,347595
"Игровой компьютер 794 (Intel Core i7-12700F, RAM 32 ГБ, SSD 1000 ГБ, HDD 2000 ГБ, NVIDIA GeForce RTX",INTEL,I7,12,NVIDIA,RTX,3060,32,1000,4,972298
"Игровой компьютер G-Force Play Intel I7-8700 RX580 32Gb 1Tb SSD (Intel Core i7-8700, RAM 32 ГБ, SSD ",INTEL,I7,8,AMD,RX,580,32,1000,2,401622
"Мощный игровой (AMD Ryzen 5 5500, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows 11",AMD,RYZEN 5,55,NVIDIA,RTX,3070,32,1024,315,586419
"(Intel Core i3-7100T, RAM 16 ГБ, SSD 256 ГБ, Intel UHD Graphics 610, ), черный 5.0 1 отзыв 2 января",INTEL,I3,7,INTEL,INTEGRATED_INTEL,0,16,256,1,91252
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V91 (Intel",INTEL,I3,0,AMD,RX,580,8,512,2,234525
"(Intel Core i7-3770, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics 4000, Windows 10 Home), черный матовый",INTEL,I7,3,INTEL,INTEGRATED_INTEL,0,16,240,0,124400
"Форс D3S (Intel Core i5-14400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows ",INTEL,I5,14,NVIDIA,RTX,5060,32,1000,104,1039660
"Игровой компьютер (Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Win",INTEL,I5,12,NVIDIA,RTX,3060,16,512,747,569956
"HP 290 G3 (Intel Celeron G5905, RAM 4 ГБ, SSD 128 ГБ, Intel UHD Graphics 610, Windows 10 Pro), 36T66",INTEL,OTHER_INTEL,0,INTEL,INTEGRATED_INTEL,0,4,128,0,66658
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V133 (Inte",INTEL,I3,0,NVIDIA,GTX,1060,8,128,2,215219
